country_code,total_arrivals_1995,total_arrivals_1996,total_arrivals_1997,total_arrivals_1998,total_arrivals_1999,total_arrivals_2000,total_arrivals_2001,total_arrivals_2002,total_arrivals_2003,total_arrivals_2004,total_arrivals_2005,total_arrivals_2006,total_arrivals_2007,total_arrivals_2008,total_arrivals_2009,total_arrivals_2010,total_arrivals_2011,total_arrivals_2012,total_arrivals_2013,total_arrivals_2014,total_arrivals_2015,total_arrivals_2016,total_arrivals_2017,total_arrivals_2018,total_arrivals_2019
LMC,32474602.61,35901787.82,46673191.86,44164828.85,47117751.42,49965181.09,50202968.63,52431449.19,57417562.85,68722874.87,74919941.71,81679359.73,96846298.27,103801655.8,100188081.7,107847477.1,105266470.8,114228558.5,118688283.6,115471516.3,118219435.3,118941836.3,134927827.5,154398641.0,166759481.5
LMY,264941249.4,283912944.2,306058260.0,311461097.9,331307776.3,360569901.8,367180244.2,387561385.6,376846048.5,433832161.0,466613373.6,482941085.7,519501502.7,536856672.2,524390614.0,553283097.3,558876355.5,580842287.6,598979995.5,605978378.9,627769371.1,642928500.0,697719448.8,746305248.8,776460093.1
LSO,209000.0,312000.0,313000.0,290000.0,308000.0,302000.0,295000.0,287000.0,329000.0,304000.0,304000.0,357000.0,300000.0,293000.0,344000.0,426000.0,398000.0,423000.0,433000.0,1079000.0,1082000.0,1196000.0,1137000.0,1173000.0,1142000.0
LTE,208726880.6,226458982.0,237060589.3,246545489.9,266217659.7,284253258.6,271213960.0,272906962.6,267562909.2,312413443.5,331644843.5,347355982.8,369420014.6,367075985.6,353528962.1,375168918.8,394674498.5,413361747.6,430928983.2,437115970.8,460461683.6,479145118.7,508820312.7,532235103.2,549832276.9
LUX,768000.0,724000.0,778000.0,789000.0,863000.0,852000.0,836000.0,885000.0,867000.0,878000.0,913000.0,908000.0,914000.0,877000.0,847000.0,805000.0,874000.0,950000.0,945000.0,1038000.0,1090000.0,1054000.0,1046000.0,1018000.0,1041000.0
LVA,1633000.0,1750000.0,1842000.0,1788000.0,1738000.0,1882000.0,2061000.0,2297000.0,2524000.0,3127000.0,3791000.0,4649000.0,5209000.0,5496000.0,4727000.0,5042000.0,5538000.0,5569000.0,5822000.0,6246000.0,6842000.0,6797000.0,7726000.0,7775000.0,8342000.0
MAC,7752000.0,8151000.0,7000000.0,6949000.0,7444000.0,9162000.0,10279000.0,11531000.0,11888000.0,16673000.0,18711000.0,21998000.0,27003000.0,22933000.0,21753000.0,24965000.0,28002000.0,28082000.0,29325000.0,31526000.0,30715000.0,30950000.0,32611000.0,35804000.0,39406000.0
MAR,2752000.0,2856000.0,3203000.0,3267000.0,4088000.0,4458000.0,4596000.0,4709000.0,5021000.0,5732000.0,6077000.0,6777000.0,7701000.0,8209000.0,8661000.0,9752000.0,9784000.0,9830000.0,10349000.0,10507000.0,10542000.0,10677000.0,11540000.0,12489000.0,13109000.0
MCO,233000.0,226000.0,259000.0,278000.0,278000.0,300000.0,270000.0,263000.0,235000.0,250000.0,286000.0,313000.0,328000.0,324000.0,265000.0,279000.0,295000.0,292000.0,328000.0,329000.0,331000.0,336000.0,355000.0,347000.0,363000.0
MDA,32000.0,29000.0,21000.0,19000.0,14000.0,18000.0,16000.0,18000.0,21000.0,69000.0,67000.0,63000.0,70000.0,73000.0,60000.0,64000.0,75000.0,89000.0,95599.99847,93900.00153,94400.00153,121000.0,145000.0,160000.0,174000.0
MDV,315000.0,339000.0,366000.0,396000.0,430000.0,467000.0,461000.0,485000.0,564000.0,617000.0,395000.0,602000.0,676000.0,683000.0,656000.0,792000.0,931000.0,958000.0,1125000.0,1205000.0,1234000.0,1286000.0,1390000.0,1484000.0,1703000.0
MEA,33738547.39,33891567.36,35265313.03,37324763.39,42303423.3,45831356.39,45409069.77,51074860.06,53924044.57,63794511.33,66496375.43,71983911.25,79257893.58,91988031.38,90394679.29,104257927.4,89459860.4,99646496.18,100658078.7,106497610.6,102958084.4,101072316.2,108212301.3,118827483.3,127987047.7
MEX,85446000.0,90394000.0,92915000.0,95214000.0,99869000.0,105673000.0,100718000.0,100153000.0,92330000.0,99250000.0,103146000.0,97701000.0,93582000.0,92948000.0,88044000.0,81953000.0,75732000.0,76749000.0,78100000.0,81042000.0,87129000.0,94853000.0,99349000.0,96497000.0,97406000.0
MIC,255198692.4,273274857.5,295005951.7,300337183.8,319619136.7,347394981.1,353471181.8,371698134.5,361082270.9,415122233.8,447039827.7,462380153.7,497536329.2,512636749.8,499336428.7,524109296.9,532656953.9,553333768.3,570622308.4,577264831.3,598674728.8,612988911.1,665251687.3,709444078.4,738732258.0
MKD,147000.0,136000.0,121000.0,157000.0,181000.0,224000.0,99000.0,123000.0,158000.0,165000.0,197000.0,202000.0,230000.0,255000.0,259000.0,262000.0,327000.0,351000.0,400000.0,425000.0,486000.0,510000.0,631000.0,707000.0,758000.0
MLI,42000.0,98000.0,75000.0,83000.0,82000.0,86000.0,89000.0,96000.0,110000.0,113000.0,143000.0,153000.0,164000.0,190000.0,160000.0,169000.0,160000.0,134000.0,142000.0,168000.0,159000.0,173000.0,193000.0,203000.0,217000.0
MLT,1193000.0,1123000.0,1238000.0,1326000.0,1402000.0,1387000.0,1439000.0,1483000.0,1512000.0,1428000.0,1484000.0,1521000.0,1723000.0,1832000.0,1608000.0,1815000.0,1916000.0,2007000.0,2013000.0,2162000.0,2383000.0,2592000.0,2944000.0,3232000.0,3519000.0
MMR,194000.0,490000.0,491000.0,478000.0,435000.0,416000.0,475000.0,487000.0,597000.0,657000.0,660000.0,630000.0,716000.0,731000.0,763000.0,792000.0,816000.0,1059000.0,2044000.0,3081000.0,4681000.0,2907000.0,3443000.0,3551000.0,4364000.0
MNA,19168205.07,19487150.35,20026423.72,20861945.96,23789286.51,25562863.23,25729063.86,29028156.06,30642631.2,37524879.34,38901412.34,41959297.7,44574708.82,50370688.41,53272323.7,62849067.81,50207090.09,53340485.69,51816035.92,51905998.48,47179965.3,42538915.67,49917442.87,60463911.9,67608256.18
MNG,108000.0,71000.0,82000.0,197000.0,160000.0,158000.0,192000.0,235000.0,205000.0,305000.0,345000.0,408000.0,455000.0,469000.0,465000.0,557000.0,627000.0,624000.0,515000.0,506000.0,467000.0,471000.0,543000.0,598000.0,637000.0
MNP,676000.0,736000.0,695000.0,490000.0,502000.0,529000.0,444000.0,476000.0,459000.0,536000.0,507000.0,436000.0,389000.0,397000.0,354000.0,379000.0,341000.0,401000.0,439000.0,460000.0,479000.0,531000.0,660000.0,518000.0,487000.0
MUS,437000.0,509000.0,558000.0,579000.0,600000.0,678000.0,675000.0,709000.0,721000.0,739000.0,782000.0,807000.0,933000.0,970000.0,890000.0,956000.0,983000.0,984000.0,1015000.0,1065000.0,1174000.0,1307000.0,1371000.0,1431000.0,1418000.0
MYS,7469000.0,7138000.0,6211000.0,5551000.0,7931000.0,10222000.0,12775000.0,13292000.0,10577000.0,15703000.0,16431000.0,17547000.0,20973000.0,22052000.0,23646000.0,24577000.0,24714000.0,25033000.0,25715000.0,27437000.0,25721000.0,26757000.0,25948000.0,25832000.0,26101000.0
NAC,121946000.0,126582000.0,128163000.0,123389000.0,125400000.0,127520000.0,118580000.0,109814000.0,101468000.0,106929000.0,108161000.0,217203000.0,206332000.0,203623000.0,185758000.0,188476000.0,172989421.9,197557890.6,205052906.3,204449359.4,205016531.3,206045484.4,206060750.0,201364921.9,199244000.0
NAM,421000.0,560000.0,610000.0,681000.0,694000.0,759000.0,700000.0,799000.0,739000.0,986000.0,856000.0,961000.0,1048000.0,1079000.0,1100000.0,1114000.0,1163000.0,1245000.0,1327000.0,1429000.0,1488000.0,1551000.0,1581000.0,1639000.0,1651000.0
NCL,122000.0,138000.0,139000.0,127000.0,151000.0,161000.0,152000.0,158000.0,166000.0,177000.0,182000.0,219000.0,227000.0,256000.0,230000.0,282000.0,348000.0,390000.0,494000.0,529000.0,558000.0,625000.0,626000.0,576000.0,474000.0
NER,35000.0,68000.0,68000.0,41000.0,39000.0,50000.0,52000.0,39000.0,55000.0,57000.0,58000.0,60000.0,48000.0,73000.0,66000.0,74000.0,82000.0,94000.0,123000.0,135000.0,135000.0,152000.0,164000.0,157000.0,192000.0
NIC,341000.0,388000.0,453000.0,483000.0,530000.0,581000.0,584000.0,579000.0,646000.0,735000.0,804000.0,891000.0,978000.0,1011000.0,1010000.0,1071000.0,1122000.0,1233000.0,1273000.0,1390000.0,1456000.0,1596000.0,1958000.0,1412000.0,1455000.0
NLD,6574000.0,6580000.0,7841000.0,9312000.0,9874000.0,10003000.0,9500000.0,9595000.0,9181000.0,9646000.0,10012000.0,10739000.0,11008000.0,10104000.0,9921000.0,10883000.0,11300000.0,11680000.0,12783000.0,13925000.0,15007000.0,15828000.0,17924000.0,18780000.0,20129000.0
NOR,2880000.0,2746000.0,2702000.0,3256000.0,3223000.0,3104000.0,3073000.0,3111000.0,3269000.0,3628000.0,3824000.0,4070000.0,4377000.0,4347000.0,4346000.0,4767000.0,4963000.0,4538000.0,4778000.0,4855000.0,5361000.0,5960000.0,6252000.0,5688000.0,5879000.0
NPL,363000.0,394000.0,422000.0,464000.0,492000.0,464000.0,361000.0,275000.0,338000.0,385000.0,375000.0,384000.0,527000.0,500000.0,510000.0,603000.0,736000.0,803000.0,798000.0,790000.0,539000.0,753000.0,940000.0,1173000.0,1197000.0
NZL,1409000.0,1529000.0,1497000.0,1485000.0,1607000.0,1787000.0,1909000.0,2045000.0,2104000.0,2334000.0,2366000.0,2409000.0,2455000.0,2483000.0,2473000.0,2530000.0,2617000.0,2574000.0,2710000.0,2854000.0,3129000.0,3494000.0,3723000.0,3858000.0,3888000.0
OED,781386871.5,816853691.6,842073937.7,854438090.1,867766074.1,898336238.8,842177987.8,830176778.2,814163168.7,867550552.4,900097837.9,1037647925.0,1038107023.0,1032355534.0,993364415.3,1004224150.0,1019162411.0,1068998546.0,1108617704.0,1141890945.0,1177606085.0,1220720319.0,1274720885.0,1306540311.0,1338831082.0
OSS,16652119.27,16883667.81,18570111.72,19110481.74,20547389.64,22028654.64,22699583.12,23251643.31,23525106.49,25484888.27,25761318.53,27999916.15,30898966.04,32780642.47,32486504.56,37843566.16,33747412.99,36199883.01,39516963.6,42941757.49,43653648.12,46851127.1,49979552.76,51524462.84,51930012.47
PAN,417000.0,443000.0,504000.0,529000.0,555000.0,600000.0,737000.0,800000.0,897000.0,1004000.0,1070000.0,1215000.0,1428000.0,1575000.0,1562000.0,1726000.0,2004000.0,2086000.0,2202000.0,2305000.0,2553000.0,2379000.0,2517000.0,2487000.0,2494000.0
PHL,1760000.0,2049000.0,2223000.0,2149000.0,2171000.0,1992000.0,1797000.0,1933000.0,1907000.0,2291000.0,2623000.0,2843000.0,3092000.0,3139000.0,3017000.0,3520000.0,3917000.0,4273000.0,4681000.0,4833000.0,5361000.0,5967000.0,6621000.0,7168000.0,8261000.0
PLW,53000.0,69000.0,74000.0,64000.0,55000.0,58000.0,54000.0,59000.0,63000.0,89000.0,81000.0,82000.0,88000.0,81000.0,71000.0,85000.0,111000.0,120000.0,108000.0,140000.0,162000.0,138000.0,123000.0,106000.0,94000.0
POL,82244000.0,87439000.0,87817000.0,88592000.0,89118000.0,84515000.0,61431000.0,50735000.0,52130000.0,61918000.0,64606000.0,65115000.0,66208000.0,59935000.0,53840000.0,58340000.0,60745000.0,67390000.0,72310000.0,73750000.0,77743000.0,80476000.0,83804000.0,85946000.0,88515000.0
PRI,4087000.0,4110000.0,4350000.0,4671000.0,4221000.0,4566000.0,4908000.0,4364000.0,4402000.0,4889000.0,5073000.0,5022000.0,5062000.0,5213000.0,4415000.0,4379000.0,4214000.0,4197000.0,4210000.0,4456000.0,5051000.0,5003000.0,4927000.0,4260000.0,4931000.0
PRT,9511000.0,9730000.0,10172000.0,11295000.0,11632000.0,12097000.0,12167000.0,11644000.0,11707000.0,10639000.0,10612000.0,11282000.0,6788000.0,6962000.0,6439000.0,6756000.0,7264000.0,7503000.0,9177000.0,10497000.0,11723000.0,13359000.0,15432000.0,16186000.0,17174000.0
PRY,15678000.0,12868000.0,10955000.0,9818000.0,6569000.0,3924000.0,3550000.0,3194000.0,2859000.0,2589000.0,2648000.0,2830000.0,3005000.0,3118000.0,3183000.0,3171000.0,3365000.0,3655000.0,3538000.0,3455000.0,4102000.0,4318000.0,4744000.0,4183000.0,4368000.0
PST,625506506.7,654992725.4,686264932.0,686678006.6,702246548.4,745500956.8,734362506.1,745620332.4,739424033.8,791914175.2,822568061.0,972284577.7,984896479.7,981136584.6,943253696.7,968795923.9,994042514.7,1040611729.0,1080304354.0,1105378388.0,1128129854.0,1175947745.0,1223167398.0,1257774890.0,1275198370.0
ROU,5445000.0,5205000.0,5149000.0,4831000.0,5224000.0,5264000.0,4938000.0,4794000.0,5595000.0,6600000.0,5839000.0,6037000.0,7722000.0,8862000.0,7575000.0,7498000.0,7611000.0,7937000.0,8019000.0,8442000.0,9331000.0,10223000.0,10926000.0,11720000.0,12815000.0
RUS,10290000.0,16208000.0,17463000.0,16188000.0,18820000.0,21169000.0,21595000.0,23309000.0,22521000.0,22064000.0,22201000.0,22486000.0,22909000.0,23676000.0,21339000.0,22281000.0,24932000.0,28177000.0,30792000.0,32421000.0,33729000.0,24571000.0,24390000.0,24551000.0,24419000.0
SAS,3820368.619,3943888.579,4180143.398,4309157.657,4559453.46,4872221.467,4547447.402,4386891.801,5049972.186000001,6174166.627,6488969.56,7363682.167,8167172.392999999,8455114.312,8156997.767000001,9181582.617999999,10516493.57,10889902.34,11772323.31,19050898.28,19383064.35,21438691.39,23053667.15,25882111.54,26260132.18
SGP,7137000.0,7292000.0,7198000.0,6242000.0,6958000.0,7691000.0,7522000.0,7567000.0,6127000.0,8329000.0,8943000.0,9751000.0,10285000.0,10116000.0,9683000.0,11642000.0,13171000.0,14496000.0,15568000.0,15095000.0,15231500.0,16403000.0,17425000.0,18508000.0,19116000.0
SMR,3368000.0,3345000.0,3308000.0,3264000.0,3148000.0,3071000.0,3036000.0,3102000.0,2882000.0,2812000.0,2107000.0,2136000.0,2164000.0,2112000.0,2056000.0,1976000.0,2038000.0,1869000.0,1905000.0,2004000.0,1888000.0,2000000.0,1937000.0,1874000.0,1904000.0
SSA,13632324.02,15398852.35,15938175.15,17041454.25,18384146.54,18587065.45,19522444.67,21119952.55,21873284.0,23615708.67,25217880.15,28543553.61,33257278.76,34281300.56,35324097.67,38846810.3,38981704.23,41405712.1,42858624.81,44563836.53,46825004.85,48863086.07,50391736.08,54074771.97,53270366.17
SSF,14235097.97,16095057.4,16679126.21,17804421.37,19167050.16,19460489.22,20392464.7,22025446.39,22784830.14,24546596.5,26204878.32,29578662.6,34451210.79,35516939.18,36477625.67,40085379.62,40255802.45,42687021.43,44195478.78,45956219.45,48394851.16,50612066.65,52268614.25,56031020.83,55251253.91
SST,26659133.55,27468608.82,29505213.5,30118516.03,32075926.27,34760606.15,35220637.74,36077672.31,37601048.72,41551975.39,40878671.6,43411028.81,46489926.99,48006929.52,48532331.15,54588698.09,51413349.81,53990321.18,57365539.38,61764971.8,63174458.32,66928246.68,70955544.71,73804828.3,74170634.25
SVN,732000.0,832000.0,974000.0,977000.0,884000.0,1090000.0,1219000.0,1302000.0,1373000.0,1499000.0,1555000.0,1617000.0,1751000.0,1958000.0,1824000.0,2049000.0,2236000.0,2377000.0,2502000.0,2675000.0,3022000.0,3397000.0,3991000.0,4425000.0,4702000.0
SWE,2310000.0,2376000.0,2388000.0,2573000.0,2595000.0,3828000.0,4108000.0,4276000.0,4268000.0,4676000.0,4883000.0,4729000.0,5224000.0,4555000.0,4899000.0,5183000.0,11567000.0,12372000.0,10980000.0,10522000.0,6482000.0,6782000.0,7054000.0,7440000.0,7616000.0
SXM,1024000.0,1022000.0,1325000.0,1339000.0,1061000.0,1300000.0,1271000.0,1436000.0,1600000.0,1823000.0,1956000.0,1890000.0,1891000.0,1821000.0,1655000.0,1956000.0,2080000.0,2210000.0,2253000.0,2502000.0,2407000.0,2197000.0,1640000.0,1775000.0,1952000.0
SYC,127000.0,142000.0,136000.0,134000.0,130000.0,140000.0,138000.0,135000.0,127000.0,126000.0,135000.0,151000.0,171000.0,173000.0,178000.0,191000.0,210000.0,216000.0,237000.0,239000.0,296000.0,333000.0,382000.0,405000.0,428000.0
TEA,69854332.2,76267080.28,82318011.76,87402944.21,100508510.4,115003793.6,123940020.9,134844538.3,124199857.2,150910330.4,163957303.1,172623034.8,186126580.1,186642141.5,184116694.8,197696683.6,205579341.5,209241254.2,214707691.9,216910068.3,229647313.0,243210273.7,263902389.6,277746440.6,289303382.6
TEC,141452639.4,156351361.5,173871471.9,169992303.3,174008092.9,184862369.9,166844138.8,163549726.4,169868970.5,192195339.0,204414781.8,210109526.3,233602508.8,236606006.0,217957081.6,227815284.3,244613637.3,258162825.9,273230051.7,267358702.8,278093946.3,273990187.6,294363738.8,314522981.2,331270663.5
TGO,53000.0,58000.0,92000.0,69000.0,70000.0,60000.0,57000.0,58000.0,61000.0,83000.0,81000.0,94000.0,86000.0,74000.0,150000.0,202000.0,300000.0,235000.0,327000.0,282000.0,273000.0,338000.0,514000.0,573000.0,876000.0
THA,6952000.0,7244000.0,7294000.0,7843000.0,8651000.0,9579000.0,10133000.0,10873000.0,10082000.0,11737000.0,11567000.0,13822000.0,14464000.0,14584000.0,14150000.0,15936000.0,19230000.0,22354000.0,26547000.0,24810000.0,29923000.0,32530000.0,35592000.0,38178000.0,39916000.0
TLA,125292600.9,128668397.1,130965953.5,135049219.1,137308046.8,142004691.9,135754875.4,133102339.9,127305056.4,138679012.3,145124920.0,142663119.8,141496729.3,142505000.0,136672000.0,134206000.0,131390000.0,134737000.0,137445000.0,144459600.0,154385000.0,165767000.0,175407000.0,173716175.3,172906908.8
TMN,18957495.03,19272934.24,19822441.41,20668300.71,23496203.23,25260352.3,25694834.66,29005200.36,30616213.37,37481383.58,38825101.66,41847711.49,44317594.8,49987985.42,52881360.79,62330979.54,49760591.12,52850865.71,51259297.89,51336211.47,46750239.07,42138717.69,49408200.51,59850935.77,66910597.29
TON,33000.0,31000.0,29000.0,35000.0,44000.0,43000.0,38000.0,45000.0,51000.0,51000.0,60000.0,54000.0,65000.0,65000.0,74699.99695,65000.0,68400.00153,57200.00076,59700.00076,65800.00305,72599.99847,86699.99695,86599.99847,77300.00305,94000.0
TSA,3820368.619,3943888.579,4180143.398,4309157.657,4559453.46,4872221.467,4547447.402,4386891.801,5049972.186000001,6174166.627,6488969.56,7363682.167,8167172.392999999,8455114.312,8156997.767000001,9181582.617999999,10516493.57,10889902.34,11772323.31,19050898.28,19383064.35,21438691.39,23053667.15,25882111.54,26260132.18
TSS,14235097.97,16095057.4,16679126.21,17804421.37,19167050.16,19460489.22,20392464.7,22025446.39,22784830.14,24546596.5,26204878.32,29578662.6,34451210.79,35516939.18,36477625.67,40085379.62,40255802.45,42687021.43,44195478.78,45956219.45,48394851.16,50612066.65,52268614.25,56031020.83,55251253.91
TTO,282000.0,317000.0,360000.0,377000.0,421000.0,503000.0,468000.0,451000.0,474000.0,501000.0,529000.0,534000.0,531000.0,482000.0,534000.0,490000.0,491000.0,504000.0,467000.0,455000.0,519000.0,492000.0,465000.0,501000.0,480000.0
TUN,4120000.0,3885000.0,4263000.0,4718000.0,4832000.0,5058000.0,5387000.0,5064000.0,5114000.0,5998000.0,6378000.0,6550000.0,6762000.0,7050000.0,7797000.0,7828000.0,5746000.0,6999000.0,7352000.0,7163000.0,5359000.0,5724000.0,7052000.0,8299000.0,9429000.0
TUR,7727000.0,8614000.0,9689000.0,9753000.0,7487000.0,10428000.0,11619000.0,13256000.0,14030000.0,17517000.0,21125000.0,19820000.0,27215000.0,31138000.0,31760000.0,32997000.0,36769000.0,37715000.0,39861000.0,41627000.0,41114000.0,30907000.0,37970000.0,46113000.0,51747000.0
TZA,295000.0,326000.0,360000.0,482000.0,627000.0,501000.0,525000.0,575000.0,576000.0,583000.0,613000.0,644000.0,719000.0,770000.0,714000.0,783000.0,868000.0,1077000.0,1096000.0,1140000.0,1137000.0,1284000.0,1327000.0,1506000.0,1527000.0
UKR,6127000.0,6750000.0,14743000.0,12003000.0,10990000.0,11691000.0,11877000.0,12793000.0,15161000.0,18583000.0,20489000.0,21714000.0,26162000.0,28827000.0,24033000.0,24114000.0,24535000.0,25061000.0,26025000.0,13227000.0,13025000.0,13734000.0,14579000.0,14342000.0,13710000.0
UMC,222685942.4,237402934.7,248457535.7,256258659.9,272594556.9,297518179.2,303357944.1,319361165.8,303763404.9,346556254.2,372307746.9,380903625.7,400884688.1,409024314.1,399332250.4,416456037.1,428175266.1,439896206.3,452752878.0,462612120.1,481301364.3,494886253.3,531571433.6,557075998.0,574513271.5
URY,2177000.0,2258000.0,2463000.0,2324000.0,2273000.0,2236000.0,2136000.0,1354000.0,1508000.0,1871000.0,1917000.0,1824000.0,1815000.0,2255000.0,2303000.0,2708000.0,3244000.0,3155000.0,3242000.0,3195000.0,3286000.0,3632000.0,4219000.0,3954000.0,3480000.0
USA,79732000.0,82756000.0,82525000.0,74767000.0,75796000.0,78343000.0,70975000.0,64434000.0,62082000.0,67606000.0,71484000.0,183178000.0,175299000.0,175703000.0,160508000.0,162275000.0,147271421.9,171629890.6,179309906.3,178311359.4,176864531.3,175261484.4,174291750.0,169324921.9,166009000.0
UZB,92000.0,173000.0,960000.0,811000.0,487000.0,302000.0,345000.0,332000.0,231000.0,262000.0,242000.0,560000.0,903000.0,1069000.0,1215000.0,975000.0,1393000.0,1895000.0,1969000.0,1862000.0,1918000.0,2027000.0,2690000.0,5346000.0,6749000.0
VCT,218000.0,216000.0,200000.0,202000.0,223000.0,256000.0,254000.0,247000.0,242000.0,262000.0,256000.0,306000.0,328000.0,250000.0,271000.0,231000.0,208000.0,200000.0,200000.0,205000.0,207000.0,227000.0,303000.0,356000.0,392000.0
VGB,219000.0,244000.0,244000.0,279000.0,284000.0,272000.0,296000.0,282000.0,278000.0,304000.0,337000.0,356000.0,358000.0,346000.0,309000.0,330000.0,338000.0,351000.0,366000.0,386000.0,393000.0,408000.0,335000.0,192000.0,302399.9939
VIR,1741000.0,1779000.0,2128000.0,2139000.0,1964000.0,2396000.0,2497000.0,2337000.0,2395000.0,2620000.0,2602000.0,2571000.0,2606000.0,2435000.0,2245000.0,2531000.0,2686000.0,2640000.0,2702000.0,2814000.0,2643000.0,2574000.0,1954000.0,1922000.0,2074000.0
VNM,1351000.0,1607000.0,1716000.0,1520000.0,1782000.0,2140000.0,2330000.0,2628000.0,2429000.0,2928000.0,3477000.0,3583000.0,4229000.0,4236000.0,3747000.0,5050000.0,6014000.0,6848000.0,7572000.0,7874000.0,7944000.0,10013000.0,12922000.0,15498000.0,18009000.0
VUT,82000.0,103000.0,81000.0,78000.0,96000.0,106000.0,106000.0,99000.0,102000.0,99000.0,126000.0,154000.0,167000.0,196600.0061,225500.0,237699.9969,248899.9939,321000.0,357000.0,329000.0,287000.0,351000.0,333000.0,350000.0,256000.0
WLD,1024978555.0,1082485814.0,1130316284.0,1145611856.0,1188191668.0,1262413175.0,1231351665.0,1252354516.0,1234392131.0,1363541435.0,1426061329.0,1598479480.0,1652012904.0,1662875511.0,1602438547.0,1667618834.0,1700643829.0,1784601425.0,1852336696.0,1909106952.0,1966289744.0,2031531035.0,2135215495.0,2221458981.0,2280131088.0
ZAF,4684000.0,5186000.0,5170000.0,5898000.0,6026000.0,6001000.0,5908000.0,6550000.0,6640000.0,6815000.0,7518000.0,8509000.0,9208000.0,9729000.0,9532000.0,11303000.0,12097000.0,13069000.0,14318000.0,14530000.0,13952000.0,15121000.0,14975000.0,15004000.0,14797000.0
ZMB,163000.0,264000.0,341000.0,362000.0,404000.0,457000.0,492000.0,565000.0,413000.0,515000.0,669000.0,757000.0,897000.0,812000.0,710000.0,815000.0,920000.0,859000.0,915000.0,947000.0,932000.0,956000.0,1009000.0,1072000.0,1266000.0
ZWE,1416000.0,1597000.0,1336000.0,2090000.0,2250000.0,1967000.0,2217000.0,2041000.0,2256000.0,1854000.0,1559000.0,2287000.0,2506000.0,1956000.0,2017000.0,2239000.0,2423000.0,1794000.0,1833000.0,1880000.0,2057000.0,2168000.0,2423000.0,2580000.0,2294000.0
